Name,Label
"Loggia del Papa, Siena",publisher
Bernardo Giunti,publisher
Antonio Pisarri,publisher
Giovanni Antonio Giuliani,publisher
Niccolò Pezzana,publisher
Giovanni Battista Conzatti,publisher
Johann Friedrich Gleditsch,publisher
Francesco Manolessi,publisher
Marino Rossetti,publisher
Giuseppe Longhi,publisher
Giorgio Marescotti,publisher
Marino Rossetti,publisher
Nicolò d'Aristotele,publisher
Francesco Rampazetto,publisher
Johann Peter van Ghelen,publisher
Giorgio Marescotti,publisher
Johann Peter van Ghelen,publisher
Giuseppe Longhi,publisher
Francesco Corbelletti,publisher
Giovanni Battista Pasquali,publisher
Giovanni Domenico Roncagliolo,publisher
Johann Peter van Ghelen,publisher
Giorgio Greco,publisher
Giovanni Pietro Pinelli,publisher
Susanna Christina Cosmerovius,publisher
Matteo Florimi,publisher
Johann Peter van Ghelen,publisher
Lelio Dalla Volpe,publisher
Marino Rossetti,publisher
Marino Rossetti,publisher
Johann Peter van Ghelen,publisher
Johann Peter van Ghelen,publisher
Bartolomeo Soliani II,publisher
Marino Rossetti,publisher
Giuseppe Longhi,publisher
Giorgio Marescotti,publisher
Giovanni Battista Bernabò,publisher
Francesco Moucke,publisher
Girolamo Discepolo,publisher
Giovanni Alberti,publisher
Matthäus Cosmerovius,publisher
Lelio Dalla Volpe,publisher
Francesco Bindoni,publisher
Matthäus Cosmerovius,publisher
Francesco Marescandoli,publisher
Johann Friedrich Gleditsch,publisher
Giovanni Battista Conzatti,publisher
Giovanni Alberti,publisher
Gabriele Giolito de' Ferrari,publisher
Johann Peter van Ghelen,publisher
Alessandro de' Vecchi,publisher
Felix Carolus Musca,publisher
Niccolò Pezzana,publisher
Giuseppe Longhi,publisher
Johann Friedrich Gleditsch,publisher
Bernardo Giunti,publisher
Domenico Montanaro,publisher
Marino Rossetti,publisher
Bernardo Giunti,publisher
Felix Carolus Musca,publisher
Giacomo Monti,publisher
Giuseppe Pandolfo Malatesta,publisher
Vittorio Baldini,publisher
Antonio Pisarri,publisher
Giacomo Monti,publisher
Francesco  Pomatelli,publisher
Johann Peter van Ghelen,publisher
Giovanni Battista Ciotti,publisher
Costantino Pisarri,publisher
Lodovico Grignani,publisher
Giovanni Padovano,publisher
Girolamo Mainardi,publisher
Antonio Ricciardi,publisher
Marino Rossetti,publisher
Girolamo Mainardi,publisher
Gabriele Giolito de' Ferrari,publisher
Giovanni Manfrè,publisher
Giovanni Battista Pasquali,publisher
Antonio Pinelli,publisher
Francesco Gonzaga,publisher
Sebastiano Combi,publisher
Bartolomeo Sermartelli,publisher
Domenico Farri,publisher
Marco Ginammi,publisher
Marco Ginammi,publisher
Marco Ginammi,publisher
Giacomo Dragondelli,publisher
Lucas Straub,publisher
Simone Occhi,publisher
Matteo Florimi,publisher
Johann Peter van Ghelen,publisher
Marino Rossetti,publisher
Marino Rossetti,publisher
Antonio Bosio,publisher
Giovanni Battista Natolini,publisher
Giovanni Battista Ciotti,publisher
Giacomo Monti,publisher
Francesco Ziletti,publisher
Giovanni Francesco Paci,publisher
Francesco  Pomatelli,publisher
Johann Peter van Ghelen,publisher
Johann Peter van Ghelen,publisher
Johann Christoph Cosmerovius,publisher
Marino Rossetti,publisher
Johann Peter van Ghelen,publisher
Giuseppe Bettinelli,publisher
Marino Rossetti,publisher
Penada,publisher
Giovanni Gabriele Hertz,publisher
Marco Ginammi,publisher
Giovanni Bazachi,publisher
Marco Ginammi,publisher
Matteo Florimi,publisher
Marino Rossetti,publisher
Giovanni Battista Zuccato,publisher
Johann Jäcklin,publisher
Gabriele Giolito de' Ferrari,publisher
Pietro Maria Frambotto,publisher
Felix Carolus Musca,publisher
Giovanni Alberti,publisher
Baldassarre Del Giudice,publisher
Bernardo Giunti,publisher
Paolo Masotti,publisher
Paolo Frambotto,publisher
Guglielmo Facciotto,publisher
Antonio Bosio,publisher
Bartolomeo Soliani II,publisher
Giunti,publisher
Francesco Bindoni,publisher
Giorgio Marescotti,publisher
Pietro Discepolo,publisher
Francesco Valvanese,publisher
Bartolomeo Sermartelli,publisher
Giovanni Marco Salvioni,publisher
Vittorio Baldini,publisher
Pietro Bassaglia,publisher
Giuseppe Longhi,publisher
Johann Peter van Ghelen,publisher
Giacomo Monti,publisher
Giacomo Sarzina,publisher
Antonio Pisarri,publisher
Domenico Lovisa,publisher
Francesco Corbelletti,publisher
Giovanni Bazachi,publisher
Giovanni Battista Pasquali,publisher
Silvestro Marchetti,publisher
Antonio Rossi,publisher
Giacomo Monti,publisher
Mario Vigna,publisher
Mascardi,publisher
Girolamo Albrizzi,publisher
Marino Rossetti,publisher
Domenico Lovisa,publisher
Girolamo Mainardi,publisher
Nicolò d'Aristotele,publisher
Giunti,publisher
Lelio Dalla Volpe,publisher
Johann Peter van Ghelen,publisher
Felix Carolus Musca,publisher
Pietro Nesti,publisher
Girolamo Discepolo,publisher
Ricciardo Amadino,publisher
Johann Peter van Ghelen,publisher
Francesco  Pomatelli,publisher
Valente Panizza,publisher
Giovanni Battista Ciotti,publisher
Marino Rossetti,publisher
Giovanni Marco Salvioni,publisher
Stefano Alessi,publisher
Francesco Corbelletti,publisher
Vittorio Baldini,publisher
Marino Rossetti,publisher
Marino Rossetti,publisher
Pietro Bassaglia,publisher
Antonio Landini,publisher
Lazzaro Scoriggio,publisher
Giovanni Maria Rizzardi,publisher
Susanna Christina Cosmerovius,publisher
Marino Rossetti,publisher
Giovanni Battista Zuccato,publisher
Rocco Bernabò,publisher
Domenico Parrino,publisher
Michele Ercole,publisher
Francesco  Pomatelli,publisher
Francesco Onofri,publisher
Susanna Christina Cosmerovius,publisher
Gabriele Giolito de' Ferrari,publisher
Johann Jäcklin,publisher
Domenico Lovisa,publisher
Lelio Dalla Volpe,publisher
Giovanni Manfrè,publisher
Marino Rossetti,publisher
Francesco Corbelletti,publisher
Ricciardo Amadino,publisher
Evangelista Deuchino,publisher
Giovanni Battista Ciotti,publisher
Zanobi di Francesco Pignoni,publisher
Girolamo Discepolo,publisher
Giovanni Baleni,publisher
Giovanni Antonio Remondini,publisher
Giovanni Battista Conzatti,publisher
Marino Rossetti,publisher
Pietro Discepolo,publisher
Marino Rossetti,publisher
Lelio Dalla Volpe,publisher
Marino Rossetti,publisher
Erasmo Viotti,publisher
Gabriele Giolito de' Ferrari,publisher
Andrea Poletti,publisher
Susanna Christina Cosmerovius,publisher
Giovanni Zempel,publisher
Susanna Christina Cosmerovius,publisher
Jan Jakub Komárek,publisher
Angelo Salvadori,publisher
Giorgio Greco,publisher
Bartolomeo Soliani II,publisher
Angelo Salvadori,publisher
Johann Peter van Ghelen,publisher
Lelio Dalla Volpe,publisher
Girolamo Bordone,publisher
Marino Rossetti,publisher
Felix Carolus Musca,publisher
Seth Viotti,publisher
Gasparo Crivellari,publisher
Lawrence Torrentinus,publisher
Costantino Pisarri,publisher
Giunti,publisher
Nicolò d'Aristotele,publisher
Girolamo Mainardi,publisher
Marino Rossetti,publisher
Penada,publisher
Niccolò Moretti,publisher
Niccolò Pezzana,publisher
Susanna Christina Cosmerovius,publisher
Johann Peter van Ghelen,publisher
Johann Christoph Cosmerovius,publisher
Giuseppe Longhi,publisher
Giovanni Guerigli,publisher
Susanna Christina Cosmerovius,publisher
Domenico Antonio Ercole,publisher
Francesco Onofri,publisher
Pietro Maria Frambotto,publisher
Francesco Moucke,publisher
Antonio Bortoli,publisher
Marino Rossetti,publisher
Costantino Pisarri,publisher
Costantino Pisarri,publisher
Marino Rossetti,publisher
Marino Rossetti,publisher
Giacomo Monti,publisher
Andrea Fei,publisher
Giovanni Battista Ciotti,publisher
Apostolic Camera,publisher
Agostino Grisei I,publisher
Johann Christoph Cosmerovius,publisher
Alessandro Griffio,publisher
Giovanni Giacomo Carlino,publisher
Gregorio Arnazzini,publisher
Erasmo Viotti,publisher
Lodovico Grignani,publisher
Bonaventura Torrentino,publisher
Matthäus Cosmerovius,publisher
Pietro Salvioni,publisher
Pietro Giovanni Calenzano,publisher
Marino Rossetti,publisher
Agostino Grisei I,publisher
Niccolò Pezzana,publisher
Melchiorre Sessa,publisher
Girolamo Albrizzi,publisher
Giovanni Marco Salvioni,publisher
Giunti,publisher
Johann Jäcklin,publisher
Giuseppe Longhi,publisher
Niccolò Pezzana,publisher
Giovanni Pietro Pinelli,publisher
Gabriele Giolito de' Ferrari,publisher
Costantino Pisarri,publisher
Michele Luigi Muzio,publisher
Matthäus Cosmerovius,publisher
Francesco Moucke,publisher
Lelio Dalla Volpe,publisher
Lelio Dalla Volpe,publisher
Giacomo Sarzina,publisher
Cristoforo Tomasini,publisher
Johann Peter van Ghelen,publisher
Nicolò Tebaldini,publisher
Giulio Borzaghi,publisher
Marino Rossetti,publisher
Francesco Gonzaga,publisher
Johann Peter van Ghelen,publisher
Tarquinio Longo,publisher
Giacomo Sarzina,publisher
Johann Peter van Ghelen,publisher
Alessandro de' Vecchi,publisher
Giuseppe Longhi,publisher
Lelio Dalla Volpe,publisher
Giovanni Battista Albrizzi,publisher
Francesco Corbelletti,publisher
Marino Rossetti,publisher
Francesco  Pomatelli,publisher
Marino Rossetti,publisher
Johann Peter van Ghelen,publisher
Giovanni Marco Salvioni,publisher
Johann Peter van Ghelen,publisher
Pietro Salvioni,publisher
Johann Friedrich Gleditsch,publisher
Giovanni Baleni,publisher
Flaminio Concordia,publisher
Marino Rossetti,publisher
Giovanni Antonio Remondini,publisher
Johann Peter van Ghelen,publisher
Girolamo Discepolo,publisher
Antonio Pisarri,publisher
Francesco Rampazetto,publisher
Giovanni Battista Granata,publisher
Giovanni Guerigli,publisher
Bartolomeo Sermartelli,publisher
Michelangelo Sermartelli,publisher
Domenico Lovisa,publisher
Francesco  Pomatelli,publisher
Bartolomeo II Sermartelli,publisher
Bartolomeo Merlo,publisher
Domenico Lovisa,publisher
Giovanni Battista Ciotti,publisher
Costantino Pisarri,publisher
Marino Rossetti,publisher
Mascardi,publisher
Johann Peter van Ghelen,publisher
Johann Peter van Ghelen,publisher
Michele Luigi Muzio,publisher
Giovanni Battista Bidelli,publisher
Johann Peter van Ghelen,publisher
Marino Rossetti,publisher
Niccolò Pezzana,publisher
Antonio Pisarri,publisher
Modesto Fenzo,publisher
Susanna Christina Cosmerovius,publisher
Giunti,publisher
Michele Luigi Muzio,publisher
Girolamo Albrizzi,publisher
Giunti,publisher
Antonio Maria Albizzini,publisher
Giuseppe Richino Malatesta,publisher
Giunti,publisher
Giuseppe Longhi,publisher
Giuseppe Richino Malatesta,publisher
Pietro Nesti,publisher
Ercole Gori,publisher
Giovanni Battista Albrizzi,publisher
Antonio Bulifon,publisher
Matthäus Cosmerovius,publisher
Marino Rossetti,publisher
Andrea Muschio,publisher
Francesco  Pomatelli,publisher
Francesco Moneta,publisher
Susanna Christina Cosmerovius,publisher
Marino Rossetti,publisher
Francesco Corbelletti,publisher
Domenico Lovisa,publisher
Gabriele Giolito de' Ferrari,publisher
Giuseppe Richino Malatesta,publisher
Johann Peter van Ghelen,publisher
Marino Rossetti,publisher
Giovanni Battista Recurti,publisher
Antonio Bortoli,publisher
Johann Peter van Ghelen,publisher
Marino Rossetti,publisher
Girolamo Albrizzi,publisher
Giovanni Antonio Sogliani,publisher
Penada,publisher
Johann Friedrich Gleditsch,publisher
Pietro Brea,publisher
Marino Rossetti,publisher
Johann Friedrich Gleditsch,publisher
Johann Friedrich Gleditsch,publisher
Gabriele Giolito de' Ferrari,publisher
Lazzaro Scoriggio,publisher
Marino Rossetti,publisher
Susanna Christina Cosmerovius,publisher
Giovanni Francesco Chracas,publisher
Michele Luigi Muzio,publisher
Giovanni Battista Conzatti,publisher
Marino Rossetti,publisher
Giacomo Antonio Somasco,publisher
Luca Bonetti,publisher
Marino Rossetti,publisher
Giunti,publisher
Francesco Moucke,publisher
Marco Antonio Pandolfo Malatesta,publisher
Marino Rossetti,publisher
Marino Rossetti,publisher
Giunti,publisher
Giacomo Fei,publisher
Mascardi,publisher
Bartolomeo Sermartelli,publisher
Secondino Roncagliolo,publisher
Giuseppe Longhi,publisher
Marino Rossetti,publisher
Antonio Maria Albizzini,publisher
Giovanni Maria Farroni,publisher
Francesco Ziletti,publisher
Pietro Salvioni,publisher
Andrea Monti,publisher
Benedetto Giunti,publisher
Bartolomeo Merlo,publisher
Giovanni Battista Ciotti,publisher
Giovanni Simbeni,publisher
Johann Peter van Ghelen,publisher
Johann Peter van Ghelen,publisher
Johann Peter van Ghelen,publisher
Marino Rossetti,publisher
Marco Antonio Pandolfo Malatesta,publisher
Angelo Geremia,publisher
Angelo Geremia,publisher
Marco Ginammi,publisher
Marino Rossetti,publisher
Antonio Bortoli,publisher
Giovanni Battista Ciotti,publisher
Johann Peter van Ghelen,publisher
Domenico Montanaro,publisher
Giuseppe Pandolfo Malatesta,publisher
Johann Peter van Ghelen,publisher
Matthäus Cosmerovius,publisher
Marino Rossetti,publisher
Matthäus Cosmerovius,publisher
Valente Panizza,publisher
Marino Rossetti,publisher
Bartolomeo Soliani II,publisher
Giovanni Battista Bidelli,publisher
Gabriele Giolito de' Ferrari,publisher
Matthäus Cosmerovius,publisher
Johann Christoph Cosmerovius,publisher
Marino Rossetti,publisher
Domenico Antonio Ercole,publisher
Mario Vigna,publisher
Evangelista Deuchino,publisher
Giovanni Padovano,publisher
Domenico Lovisa,publisher
Marino Rossetti,publisher
Johann Christoph Cosmerovius,publisher
Marino Rossetti,publisher
Giovanni Francesco Bianco,publisher
Michelangelo Sermartelli,publisher
Giovanni Battista Pasquali,publisher
Penada,publisher
Johann Peter van Ghelen,publisher
Giuseppe Richino Malatesta,publisher
Lelio Dalla Volpe,publisher
Lelio Dalla Volpe,publisher
Giacomo Como,publisher
Lodovico Monza,publisher
Susanna Christina Cosmerovius,publisher
Giacomo Monti,publisher
Francesco Rampazetto,publisher
Domenico Lovisa,publisher
Niccolò Pezzana,publisher
Lodovico Grignani,publisher
Marino Rossetti,publisher
Giovanni Alberti,publisher
Roberto Mollo,publisher
Susanna Christina Cosmerovius,publisher
Giovanni Domenico Roncagliolo,publisher
Costantino Pisarri,publisher
Giuseppe Longhi,publisher
Lelio Dalla Volpe,publisher
Lelio Dalla Volpe,publisher
Francesco Gonzaga,publisher
Domenico Lovisa,publisher
Giuseppe Longhi,publisher
Johann Peter van Ghelen,publisher
Girolamo Albrizzi,publisher
Alessandro de' Vecchi,publisher
Giacomo Monti,publisher
Lelio Dalla Volpe,publisher
Gabriele Giolito de' Ferrari,publisher
Marino Rossetti,publisher
Lelio Dalla Volpe,publisher
Lodovico Grignani,publisher
Francesco Moucke,publisher
Susanna Christina Cosmerovius,publisher
Niccolò Pezzana,publisher
Antonio Bortoli,publisher
Marino Rossetti,publisher
Francesco  Pomatelli,publisher
Nicolò Schiratti,publisher
Lodovico Grignani,publisher
Apostolic Camera,publisher
Giunti,publisher
Giovanni Domenico Roncagliolo,publisher
Antonio De Rossi,publisher
Francesco Corbelletti,publisher
Marino Rossetti,publisher
Girolamo Righettini,publisher
Bartolomeo Lupardi,publisher
Felix Carolus Musca,publisher
Domenico Lovisa,publisher
Felix Carolus Musca,publisher
Paolo Danza,publisher
Francesco  Pomatelli,publisher
Johann Friedrich Gleditsch,publisher
Giacomo Monti,publisher
Felix Carolus Musca,publisher
Angelo Geremia,publisher
Gabriele Giolito de' Ferrari,publisher
Gabriele Giolito de' Ferrari,publisher
Marco Ginammi,publisher
Marino Rossetti,publisher
Johann Jäcklin,publisher
Lawrence Torrentinus,publisher
Johann Friedrich Gleditsch,publisher
Pietro Cecconcelli,publisher
Giovanni Marco Salvioni,publisher
Giovanni Marco Salvioni,publisher
Giovanni Battista Albrizzi,publisher
Giovanni Marco Salvioni,publisher
Johann Friedrich Gleditsch,publisher
Marino Rossetti,publisher
Francesco Corbelletti,publisher
Evangelista Deuchino,publisher
Marco Ginammi,publisher
Seth Viotti,publisher
Johann Peter van Ghelen,publisher
Giovanni Marco Salvioni,publisher
Susanna Christina Cosmerovius,publisher
Erasmo Viotti,publisher
Giacomo Tommasini,publisher
Giuseppe Longhi,publisher
Giovanni Guerigli,publisher
Mascardi,publisher
Alessandro Benacci,publisher
Giovanni Battista Zuccato,publisher
Girolamo Albrizzi,publisher
Francesco Corbelletti,publisher
Angelo Geremia,publisher
Guglielmo Facciotto,publisher
Nicolò d'Aristotele,publisher
Giuseppe Pavoni,publisher
Sebastiano Dalle Donne,publisher
Giovanni Battista Pasquali,publisher
Johann Friedrich Gleditsch,publisher
Johann Peter van Ghelen,publisher
Giuseppe Longhi,publisher
Domenico Lovisa,publisher
Lelio Dalla Volpe,publisher
Marino Rossetti,publisher
Carlo Zenero,publisher
Gabriele Giolito de' Ferrari,publisher
Susanna Christina Cosmerovius,publisher
Pietro Discepolo,publisher
Johann Christoph Cosmerovius,publisher
Guglielmo Facciotto,publisher
Johann Christoph Cosmerovius,publisher
Susanna Christina Cosmerovius,publisher
Girolamo Discepolo,publisher
Lelio Dalla Volpe,publisher
Giovanni Battista Albrizzi,publisher
Giovanni Battista Albrizzi,publisher
Giovanni Alberti,publisher
Francesco Gonzaga,publisher
Costantino Pisarri,publisher
Costantino Pisarri,publisher
Giunti,publisher
Stefano Alessi,publisher
Giovanni Battista Conzatti,publisher
Johann Peter van Ghelen,publisher
Bartolomeo Soliani II,publisher
Johann Christoph Cosmerovius,publisher
Lelio Dalla Volpe,publisher
Johann Peter van Ghelen,publisher
Johann Peter van Ghelen,publisher
Francesco Corbelletti,publisher
Giovanni Bariletti,publisher
Giovanni Battista Ciotti,publisher
Pietro Discepolo,publisher
Giovanni Alberti,publisher
Giunti,publisher
Guglielmo Facciotto,publisher
Giunti,publisher
Nicolò d'Aristotele,publisher
Giacomo Fei,publisher
Marino Rossetti,publisher
Matthäus Cosmerovius,publisher
Giuseppe Longhi,publisher
Giovanni Battista Sottile,publisher
Ottavio Beltrano,publisher
Bartolomeo Soliani II,publisher
Johann Peter van Ghelen,publisher
Novello De Bonis,publisher
Francesco Corbelletti,publisher
Francesco Rampazetto,publisher
Giacomo Sarzina,publisher
Costantino Pisarri,publisher
Lorenzo Crasso,publisher
Lorenzo Crasso,publisher
Marino Rossetti,publisher
Nicolò Schiratti,publisher
Girolamo Albrizzi,publisher
Susanna Christina Cosmerovius,publisher
Orazio Salviani,publisher
Johann Peter van Ghelen,publisher
Francesco Bolzetta,publisher
Benedetto Mammarello,publisher
Bartolomeo Sermartelli,publisher
Francesco Moneta,publisher
Giuseppe Longhi,publisher
Altobello Salicato,publisher
Niccolò Pezzana,publisher
Giacomo Monti,publisher
Matthäus Cosmerovius,publisher
Giuseppe Longhi,publisher
Girolamo Albrizzi,publisher
Costantino Pisarri,publisher
Gabriele Giolito de' Ferrari,publisher
Antonio Maria Albizzini,publisher
Nicolò d'Aristotele,publisher
Johann Andreas Erdmann Maschenbauer,publisher
Francesco Grossi,publisher
Antonio De Rossi,publisher
Marino Rossetti,publisher
Marino Rossetti,publisher
Johann Peter van Ghelen,publisher
Johann Peter van Ghelen,publisher
Matthäus Cosmerovius,publisher
Giuseppe Richino Malatesta,publisher
Marino Rossetti,publisher
Decio Cirillo,publisher
Pandolfo Malatesta,publisher
Susanna Christina Cosmerovius,publisher
Marco Ginammi,publisher
Marino Rossetti,publisher
Giacomo Monti,publisher
Marino Rossetti,publisher
Antonio Bortoli,publisher
Marino Rossetti,publisher
C. Cantoni,publisher
Susanna Christina Cosmerovius,publisher
Giacomo Dragondelli,publisher
Felix Carolus Musca,publisher
Johann Christoph Cosmerovius,publisher
Bartolomeo Soliani II,publisher
Pietro Farri,publisher
Domenico Lovisa,publisher
Pietro Discepolo,publisher
Giacomo Monti,publisher
Johann Peter van Ghelen,publisher
Felix Carolus Musca,publisher
Bernardo Giunti,publisher
Francesco  Pomatelli,publisher
Marino Rossetti,publisher
Cristoforo Tomasini,publisher
Francesco  Pomatelli,publisher
Nicolò Schiratti,publisher
Johann Peter van Ghelen,publisher
Marino Rossetti,publisher
Giovanni Battista Conzatti,publisher
Penada,publisher
Achille Barbiroli,publisher
Marino Rossetti,publisher
Giorgio Greco,publisher
Apostolic Camera,publisher
Francesco Rampazetto,publisher
Johann Christoph Cosmerovius,publisher
Marino Rossetti,publisher
Angelo Salvadori,publisher
Johann Jäcklin,publisher
Domenico Lovisa,publisher
Domenico Lovisa,publisher
Valerio Dorico,publisher
Luca Bonetti,publisher
Manelfo‏ ‎ ‏ Manelfi,publisher
Lodovico Monza,publisher
Susanna Christina Cosmerovius,publisher
Francesco Rampazetto,publisher
Johann Christoph Cosmerovius,publisher
Giuseppe Comino,publisher
Giovanni Domenico Roncagliolo,publisher
Mathias Cancer,publisher
Johann Peter van Ghelen,publisher
Giovanni Domenico Roncagliolo,publisher
Nicolò d'Aristotele,publisher
Marino Rossetti,publisher
Marino Rossetti,publisher
Penada,publisher
Francesco Gonzaga,publisher
Bartolomeo Soliani II,publisher
Domenico Lovisa,publisher
Susanna Christina Cosmerovius,publisher
Susanna Christina Cosmerovius,publisher
Antonio Bulifon,publisher
Agostino Grisei I,publisher
Johann Peter van Ghelen,publisher
Susanna Christina Cosmerovius,publisher
Francesco Marescandoli,publisher
Marino Rossetti,publisher
Bernardo Giunti,publisher
Gabriele Giolito de' Ferrari,publisher
Susanna Christina Cosmerovius,publisher
Giuseppe Longhi,publisher
Johann Christoph Cosmerovius,publisher
Marino Rossetti,publisher
Girolamo Albrizzi,publisher
Antonio Pisarri,publisher
Johann Christoph Cosmerovius,publisher
Antonio Pisarri,publisher
Susanna Christina Cosmerovius,publisher
Marino Rossetti,publisher
Vincenzo Valgrisi,publisher
Lelio Dalla Volpe,publisher
Marino Rossetti,publisher
Erasmo Viotti,publisher
Giuseppe Richino Malatesta,publisher
Domenico Lovisa,publisher
Giunti,publisher
Giuseppe Longhi,publisher
Matthäus Cosmerovius,publisher
Francesco Rampazetto,publisher
Giovanni Battista Robletti,publisher
Vittorio Baldini,publisher
Giovanni Battista Sottile,publisher
Lucas Straub,publisher
Marino Rossetti,publisher
Marino Rossetti,publisher
Johann Jäcklin,publisher
Girolamo Discepolo,publisher
Stefano Alessi,publisher
Marino Rossetti,publisher
Pietro Cecconcelli,publisher
Giacomo Fei,publisher
Francesco Corbelletti,publisher
Apostolic Camera,publisher
Marino Rossetti,publisher
Giovanni Battista Granata,publisher
Marino Rossetti,publisher
Lodovico Grignani,publisher
Giuseppe Pavoni,publisher
Francesco Gonzaga,publisher
Domenico Lovisa,publisher
Giacomo Monti,publisher
Johann Peter van Ghelen,publisher
Comin da Trino,publisher
Giunti,publisher
Ottavio Beltrano,publisher
Bartolomeo Lupardi,publisher
Giacomo Dragondelli,publisher
Johann Peter van Ghelen,publisher
Matthäus Cosmerovius,publisher
Johann Peter van Ghelen,publisher
Giuseppe Longhi,publisher
Giuseppe Longhi,publisher
"Loggia del Papa, Siena",publisher
Francesco Gonzaga,publisher
Francesco Gonzaga,publisher
Giacomo Raillard,publisher
Lelio Dalla Volpe,publisher
Giacomo Antonio Somasco,publisher
Giovanni Ghisolfi,publisher
Giovanni Marco Salvioni,publisher
Johann Christoph Cosmerovius,publisher
Matthäus Cosmerovius,publisher
Girolamo Discepolo,publisher
Giovanni Battista Zuccato,publisher
Susanna Christina Cosmerovius,publisher
Pietro Salvioni,publisher
Bartolomeo Zanetti,publisher
Marino Rossetti,publisher
Giuseppe Longhi,publisher
Giacomo Como,publisher
Bartolomeo Sermartelli,publisher
Johann Christoph Cosmerovius,publisher
Felix Carolus Musca,publisher
Francesco Gonzaga,publisher
Susanna Christina Cosmerovius,publisher
Susanna Christina Cosmerovius,publisher
Johann Christoph Cosmerovius,publisher
Francesco Corbelletti,publisher
Giuseppe Richino Malatesta,publisher
Giovanni Battista Ciotti,publisher
Costantino Pisarri,publisher
Johann Peter van Ghelen,publisher
Domenico Lovisa,publisher
Agostino Alteri,publisher
Domenico Lovisa,publisher
Antonio Maria Albizzini,publisher
Giovanni Francesco Chracas,publisher
Johann Christoph Cosmerovius,publisher
Marino Rossetti,publisher
Nicolò Angelo Tinassi,publisher
Giovanni Battista Pinelli,publisher
Domenico Lovisa,publisher
Giuseppe Longhi,publisher
Marino Rossetti,publisher
Ottavio Beltrano,publisher
Michele Luigi Muzio,publisher
Alessandro de' Vecchi,publisher
Francesco Ferroni,publisher
Giovanni Battista Ciotti,publisher
Giovanni Maria Rizzardi,publisher
Antonio Bortoli,publisher
Giuseppe Pandolfo Malatesta,publisher
Giovanni Pietro Pinelli,publisher
Marino Rossetti,publisher
Michelangelo di Bartolomeo,publisher
Giovanni Baleni,publisher
Giovanni Francesco Monti,publisher
Giuseppe Longhi,publisher
Clemente Ferroni,publisher
Zanobi di Francesco Pignoni,publisher
Johann Peter van Ghelen,publisher
Johann Peter van Ghelen,publisher
Johann Peter van Ghelen,publisher
Giuseppe Longhi,publisher
Francesco Corbelletti,publisher
Gregorio Arnazzini,publisher
Marco Ginammi,publisher
Giorgio Angelieri,publisher
Andrea Poletti,publisher
Lazzaro Scoriggio,publisher
Matteo Florimi,publisher
Lodovico Grignani,publisher
Tarquinio Longo,publisher
Pietro Salvioni,publisher
Agostino Alteri,publisher
Pandolfo Malatesta,publisher
Agostino Alteri,publisher
Giacomo Fei,publisher
Carlo Zenero,publisher
Susanna Christina Cosmerovius,publisher
Johann Peter van Ghelen,publisher
Marino Rossetti,publisher
Marino Rossetti,publisher
Luigi Zanetti,publisher
Johann Peter van Ghelen,publisher
Lelio Dalla Volpe,publisher
Johann Jäcklin,publisher
Marino Rossetti,publisher
Lodovico Grignani,publisher
Marino Rossetti,publisher
Simeone di Niccolò Nardi,publisher
Marino Rossetti,publisher
Johann Peter van Ghelen,publisher
Vittorio Benacci,publisher
Giovanni Battista Bonfadino,publisher
Susanna Christina Cosmerovius,publisher
Bartolomeo Soliani II,publisher
Giuseppe Longhi,publisher
Giuseppe Longhi,publisher
Marino Rossetti,publisher
Marino Rossetti,publisher
Silvestro Marchetti,publisher
Giunti,publisher
Johann Jäcklin,publisher
Felix Carolus Musca,publisher
Alessandro de' Vecchi,publisher
Marino Rossetti,publisher
Michelangelo Sermartelli,publisher
Gabriele Giolito de' Ferrari,publisher
Bernardo Giunti,publisher
Antonio Braida,publisher
Marino Rossetti,publisher
Marino Rossetti,publisher
Marco Antonio Pandolfo Malatesta,publisher
Johann Christoph Cosmerovius,publisher
Vitale Mascardi,publisher
Giunti,publisher
Giovanni De Boy,publisher
Francesco Corbelletti,publisher
Luca Bonetti,publisher
Johann Peter van Ghelen,publisher
Marino Rossetti,publisher
Johann Peter van Ghelen,publisher
Giacomo Monti,publisher
Francesco Gonzaga,publisher
Johann Peter van Ghelen,publisher
Francesco Grossi,publisher
Giorgio Greco,publisher
Marino Rossetti,publisher
Giovanni Battista Ciotti,publisher
Felix Carolus Musca,publisher
"Loggia del Papa, Siena",publisher
Comin da Trino,publisher
Domenico Lovisa,publisher
Johann Jäcklin,publisher
Lucrezio Nucci,publisher
Marino Rossetti,publisher
Giuseppe Bortoli,publisher
Giovanni Battista Ciotti,publisher
Sebastiano Combi,publisher
Pietro Discepolo,publisher
Pietro Discepolo,publisher
Johann Peter van Ghelen,publisher
Agostino Grisei I,publisher
Marco Ginammi,publisher
Pietro Brea,publisher
Benedetto Mammarello,publisher
Bernardo Giunti,publisher
Giuseppe Longhi,publisher
Marino Rossetti,publisher
Marino Rossetti,publisher
Marino Rossetti,publisher
Domenico Lovisa,publisher
Guglielmo Facciotto,publisher
Melchiorre Sessa,publisher
Marino Rossetti,publisher
Johann Christoph Cosmerovius,publisher
Girolamo Discepolo,publisher
Pietro Discepolo,publisher
Ottavio Beltrano,publisher
Giovanni Battista Sessa,publisher
Bernardo Giunti,publisher
Alessandro de' Vecchi,publisher
Susanna Christina Cosmerovius,publisher
Bernardo Giunti,publisher
